gender,age,number_of_dependents,number_of_referrals,tenure_in_months,offer,internet_service,internet_type,avg_monthly_gb_download,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_value,avg_monthly_spending,revenue_minus_refunds,contract_length_months,has_streaming,has_phone_service,has_multiple_lines,has_online_security,has_online_backup,has_device_protection_plan,has_premium_tech_support,has_streaming_tv,has_streaming_movies,has_streaming_music,has_unlimited_data,has_paperless_billing,num_services
Female,47,0,0,57,,Yes,Fiber Optic,7,Bank Withdrawal,94.7,5468.95,0.0,0,2219.58,7688.53,0,95.94649122807017,7688.53,12,True,1,1,0,1,0,1,0,1,1,1,0,6
Female,74,0,0,36,Offer C,Yes,Fiber Optic,16,Credit Card,91.95,3301.05,17.76,0,407.52,3690.81,0,91.69583333333334,3673.0499999999997,1,True,1,1,0,1,0,0,1,0,0,1,1,4
Female,61,0,0,66,,Yes,DSL,24,Credit Card,90.05,5965.95,0.0,0,876.4799999999999,6842.429999999999,0,90.39318181818182,6842.429999999999,24,True,1,1,1,1,1,1,1,1,1,1,1,9
Female,33,0,0,22,Offer D,Yes,DSL,24,Credit Card,59.05,1253.5,0.0,0,720.5,1974.0,0,56.97727272727273,1974.0,1,False,1,1,1,0,0,1,0,0,0,1,1,4
Female,57,0,1,17,Offer D,Yes,Cable,12,Bank Withdrawal,94.4,1607.2,0.0,0,438.43,2045.63,1,94.54117647058824,2045.63,1,True,1,1,1,0,1,0,1,0,0,1,0,5
Female,75,0,0,1,,Yes,Fiber Optic,16,Credit Card,74.45,74.45,0.0,0,39.61,114.06,1,74.45,114.06,1,False,1,1,0,0,0,0,0,0,0,1,1,2
Female,64,0,1,11,Offer D,Yes,Fiber Optic,18,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,1,98.08181818181819,1361.27,1,True,1,1,0,0,0,0,1,1,1,1,1,5
Female,27,0,1,2,,Yes,Fiber Optic,59,Bank Withdrawal,73.55,145.4,0.0,0,17.0,162.4,1,72.7,162.4,1,True,1,0,0,1,0,0,0,0,1,1,1,4
Female,52,0,0,3,,Yes,Fiber Optic,28,Bank Withdrawal,95.4,293.15,0.0,0,51.03,344.17999999999995,0,97.71666666666665,344.17999999999995,1,True,1,0,0,1,0,0,1,1,1,1,0,6
Male,51,0,0,4,,Yes,Fiber Optic,29,Bank Withdrawal,74.8,321.9,0.0,0,29.04,350.94,1,80.475,350.94,1,False,1,0,0,0,1,0,0,0,0,1,1,3
Female,38,0,9,69,Offer A,No,,0,Bank Withdrawal,19.75,1375.4,0.0,0,363.63,1739.0300000000002,0,19.933333333333334,1739.0300000000002,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,38,3,6,72,Offer A,Yes,Fiber Optic,25,Credit Card,104.9,7732.65,0.0,0,2319.84,10052.49,0,107.39791666666666,10052.49,24,True,1,1,1,1,1,1,0,1,1,1,1,8
Female,46,0,0,23,Offer D,Yes,Fiber Optic,23,Bank Withdrawal,93.5,2341.55,0.0,0,416.76000000000005,2758.3100000000004,0,101.80652173913045,2758.3100000000004,1,True,1,1,0,0,0,0,1,1,1,1,1,5
Male,32,3,5,40,Offer B,Yes,DSL,75,Bank Withdrawal,74.55,3015.75,0.0,0,554.4,3570.15,0,75.39375,3570.15,1,True,1,1,0,0,1,0,1,1,1,1,1,6
Female,44,0,0,70,,Yes,DSL,10,Credit Card,84.7,5991.05,0.0,0,1185.1,7176.15,0,85.58642857142857,7176.15,24,True,1,1,1,1,1,0,1,1,1,1,0,8
Female,68,0,10,70,,Yes,Fiber Optic,25,Bank Withdrawal,90.85,6470.1,0.0,0,2695.0,9165.1,0,92.43,9165.1,24,True,1,1,1,0,0,0,0,1,1,1,1,5
Female,58,0,0,3,Offer E,Yes,Cable,17,Bank Withdrawal,69.95,220.45,0.0,30,88.53,338.98,0,73.48333333333333,338.98,12,True,1,0,0,0,1,0,1,1,1,0,1,6
Male,27,0,0,69,Offer A,Yes,Fiber Optic,73,Credit Card,110.05,7430.75,23.16,0,393.99,7801.58,0,107.69202898550725,7778.42,24,True,1,1,1,1,1,0,1,1,1,1,1,8
Female,58,0,0,6,Offer E,Yes,Fiber Optic,25,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.8199999999999,1,95.55,860.8199999999999,1,True,1,0,0,0,0,0,1,1,1,1,1,5
Male,55,0,0,72,,Yes,Cable,20,Bank Withdrawal,92.0,6632.75,0.0,0,3269.5199999999995,9902.27,0,92.12152777777777,9902.27,24,True,1,1,1,1,1,1,1,1,1,1,0,9
Female,41,0,1,67,Offer A,Yes,DSL,23,Bank Withdrawal,86.15,5883.85,0.0,0,214.4,6098.25,0,87.81865671641792,6098.25,24,True,1,1,0,1,1,1,1,1,1,1,0,8
Female,74,0,1,40,,Yes,Fiber Optic,22,Credit Card,99.2,4062.2,0.0,0,790.4000000000001,4852.6,1,101.55499999999999,4852.6,12,True,1,0,0,1,0,1,1,1,1,1,1,7
Female,20,1,1,19,,No,,0,Bank Withdrawal,24.9,467.7,0.0,0,600.02,1067.72,0,24.61578947368421,1067.72,24,False,1,1,0,0,0,0,0,0,0,0,1,1
Male,25,0,0,70,Offer A,Yes,DSL,59,Mailed Check,40.05,2799.75,0.0,0,0.0,2799.75,0,39.996428571428574,2799.75,24,True,0,0,0,0,0,1,0,1,1,1,1,4
Female,23,0,0,21,,Yes,DSL,71,Credit Card,71.05,1524.85,16.91,140,364.35,2012.29,0,72.61190476190475,1995.3799999999999,24,True,1,0,1,1,0,1,1,0,0,0,0,6
Male,76,0,1,32,Offer C,Yes,Fiber Optic,22,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,104.7359375,4676.410000000001,1,True,1,1,0,0,1,1,1,1,0,1,1,6
Male,69,1,1,29,Offer C,Yes,Fiber Optic,19,Bank Withdrawal,103.95,2964.8,0.0,0,1431.44,4396.24,0,102.2344827586207,4396.24,1,True,1,1,0,0,1,0,1,1,0,1,1,5
Female,25,0,0,29,Offer C,Yes,Fiber Optic,82,Bank Withdrawal,74.2,1993.25,0.0,0,475.02,2468.27,0,68.73275862068965,2468.27,1,False,1,1,0,0,0,0,0,0,0,1,1,2
Female,22,0,0,25,,Yes,Fiber Optic,52,Bank Withdrawal,95.15,2395.7,0.0,80,745.25,3220.95,0,95.82799999999999,3220.95,1,True,1,0,0,0,0,1,1,1,1,0,1,6
Male,73,0,0,55,Offer B,Yes,Fiber Optic,21,Bank Withdrawal,98.8,5617.75,0.0,0,491.15,6108.9,1,102.14090909090909,6108.9,1,True,1,1,1,0,0,0,1,1,1,1,1,6
Female,54,0,4,55,Offer B,Yes,Fiber Optic,25,Credit Card,103.65,5676.65,0.0,0,1851.2999999999997,7527.949999999999,0,103.21181818181817,7527.949999999999,1,True,1,1,0,1,1,0,1,1,1,1,1,7
Female,34,0,0,2,,Yes,Fiber Optic,13,Bank Withdrawal,94.2,193.8,0.0,0,85.78,279.58000000000004,1,96.9,279.58000000000004,1,True,1,1,0,0,0,0,1,1,1,1,1,5
Female,28,0,0,2,,No,,0,Bank Withdrawal,20.7,39.85,0.0,0,27.78,67.63,0,19.925,67.63,1,False,1,0,0,0,0,0,0,0,0,0,1,1
Male,58,0,0,62,Offer B,Yes,Fiber Optic,9,Bank Withdrawal,96.75,6125.4,0.0,0,1403.68,7529.08,1,98.79677419354839,7529.08,12,True,1,1,0,0,1,0,1,1,1,1,1,6
Male,41,3,0,19,Offer D,No,,0,Bank Withdrawal,20.0,377.55,0.0,0,457.90000000000003,835.45,0,19.871052631578948,835.45,1,False,1,0,0,0,0,0,0,0,0,0,1,1
Female,61,1,7,7,,No,,0,Credit Card,20.65,158.95,0.0,0,35.07,194.01999999999998,0,22.707142857142856,194.01999999999998,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,26,0,10,29,,Yes,Fiber Optic,59,Credit Card,75.3,2263.4,0.0,0,97.15,2360.55,0,78.04827586206896,2360.55,1,False,1,0,0,0,1,0,0,0,0,1,1,3
Male,47,0,4,29,Offer C,Yes,DSL,22,Credit Card,33.75,1009.25,0.0,0,0.0,1009.25,0,34.80172413793103,1009.25,1,True,0,0,0,0,0,0,1,0,0,1,0,2
Male,44,0,0,12,Offer D,Yes,Fiber Optic,3,Bank Withdrawal,81.7,858.6,0.0,0,220.56,1079.16,1,71.55,1079.16,1,False,1,0,1,0,1,0,0,0,0,1,0,4
Female,25,2,0,50,Offer B,Yes,DSL,71,Credit Card,70.8,3478.15,0.0,0,1876.0000000000002,5354.150000000001,0,69.563,5354.150000000001,12,True,1,0,1,0,1,1,1,0,0,1,1,6
Male,19,1,6,67,,Yes,Fiber Optic,47,Bank Withdrawal,111.2,7530.8,0.0,0,2744.32,10275.12,0,112.4,10275.12,24,True,1,1,0,1,1,1,1,1,1,1,1,8
Female,63,0,1,33,,Yes,Fiber Optic,28,Credit Card,86.15,2745.7,0.0,0,473.21999999999997,3218.9199999999996,1,83.2030303030303,3218.9199999999996,1,True,1,1,0,0,0,0,0,1,1,1,0,4
Female,32,2,3,37,Offer C,Yes,Cable,23,Bank Withdrawal,75.1,2658.8,0.0,0,41.440000000000005,2700.2400000000002,0,71.85945945945946,2700.2400000000002,12,True,1,0,1,1,0,0,1,1,1,1,0,7
Female,44,0,5,64,Offer B,No,,0,Credit Card,25.0,1584.8,0.0,0,435.84,2020.6399999999999,0,24.7625,2020.6399999999999,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,21,0,0,1,Offer E,Yes,Fiber Optic,53,Bank Withdrawal,89.9,89.9,0.0,0,32.85,122.75,1,89.9,122.75,1,True,1,0,0,0,0,0,1,1,1,1,1,5
Male,64,0,0,8,Offer E,Yes,Fiber Optic,7,Bank Withdrawal,74.85,572.45,0.0,0,92.64,665.09,0,71.55625,665.09,1,False,1,1,0,0,0,0,0,0,0,1,1,2
Male,57,0,0,9,Offer E,Yes,DSL,26,Mailed Check,44.95,431.0,0.0,10,25.919999999999998,466.92,1,47.888888888888886,466.92,1,False,1,0,0,0,0,0,0,0,0,0,0,2
Male,23,0,0,1,,No,,0,Credit Card,20.05,20.05,0.0,0,18.15,38.2,0,20.05,38.2,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,31,0,1,48,,Yes,DSL,22,Mailed Check,34.7,1604.5,0.0,0,0.0,1604.5,1,33.427083333333336,1604.5,12,False,0,0,0,1,1,0,0,0,0,1,0,3
Female,39,0,0,38,,Yes,DSL,13,Bank Withdrawal,66.15,2522.4,0.0,0,765.32,3287.7200000000003,0,66.37894736842105,3287.7200000000003,1,False,1,1,1,1,1,0,0,0,0,1,1,5
Male,36,3,0,3,,No,,0,Bank Withdrawal,20.2,50.6,0.0,0,55.29,105.89,0,16.866666666666667,105.89,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,35,0,0,32,Offer C,No,,0,Bank Withdrawal,19.9,601.55,0.0,0,496.96,1098.51,0,18.7984375,1098.51,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,43,0,0,3,,Yes,DSL,11,Credit Card,60.65,196.9,0.0,0,67.47,264.37,0,65.63333333333334,264.37,1,True,1,0,0,0,0,1,0,1,1,1,0,5
Female,34,0,0,10,,Yes,Fiber Optic,21,Bank Withdrawal,94.85,953.45,0.0,0,432.59999999999997,1386.05,1,95.345,1386.05,1,True,1,1,0,1,1,0,0,1,1,1,1,6
Female,30,0,0,1,Offer E,Yes,Fiber Optic,59,Credit Card,85.8,85.8,0.0,0,34.47,120.27,1,85.8,120.27,1,True,1,1,0,0,0,0,0,1,1,1,0,4
Female,21,0,5,3,,Yes,Fiber Optic,42,Bank Withdrawal,95.2,292.85,0.0,20,69.78,382.63,1,97.61666666666667,382.63,1,True,1,1,0,0,0,0,1,1,1,0,1,5
Female,25,0,0,3,,Yes,DSL,46,Credit Card,34.8,113.95,0.0,0,0.0,113.95,0,37.983333333333334,113.95,1,True,0,0,0,0,0,0,1,0,0,1,1,2
Female,51,2,10,56,Offer B,Yes,Cable,30,Credit Card,81.25,4620.4,0.0,0,1450.3999999999999,6070.799999999999,0,82.50714285714285,6070.799999999999,24,True,1,1,1,1,1,1,1,0,0,1,0,7
Male,24,0,0,9,Offer E,Yes,DSL,52,Mailed Check,24.6,190.1,0.0,0,0.0,190.1,0,21.12222222222222,190.1,1,False,0,0,0,0,0,0,0,0,0,1,1,1
Female,75,0,0,53,,Yes,Fiber Optic,15,Credit Card,73.8,4003.85,0.0,0,887.2199999999999,4891.07,0,75.5443396226415,4891.07,1,False,1,0,0,1,0,0,0,0,0,1,1,3
Female,35,0,0,63,Offer B,Yes,DSL,9,Credit Card,58.55,3503.5,0.0,0,1724.9399999999998,5228.44,0,55.611111111111114,5228.44,12,True,1,0,0,0,1,0,0,1,1,1,0,5
Male,64,0,0,35,,Yes,DSL,21,Credit Card,55.25,1924.1,0.0,0,713.65,2637.75,0,54.97428571428571,2637.75,24,False,1,1,1,0,0,0,0,0,0,1,0,3
Male,36,0,1,41,Offer B,Yes,Fiber Optic,10,Bank Withdrawal,102.6,4213.35,2.93,0,1846.23,6056.65,1,102.76463414634148,6053.719999999999,12,True,1,1,0,0,1,1,1,1,1,1,1,7
Male,37,0,0,13,Offer D,Yes,Cable,16,Bank Withdrawal,25.15,331.85,48.59,0,0.0,283.26,0,25.52692307692308,234.67,1,False,0,0,0,0,0,0,0,0,0,1,1,1
Male,52,3,8,14,Offer D,Yes,DSL,76,Credit Card,69.2,944.65,0.0,0,41.44,986.0899999999999,0,67.475,986.0899999999999,1,True,1,1,1,1,0,0,0,1,1,1,0,6
Male,27,0,0,14,Offer D,No,,0,Credit Card,19.9,283.75,0.0,0,609.0,892.75,0,20.267857142857142,892.75,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,41,3,9,51,,Yes,Fiber Optic,75,Bank Withdrawal,93.8,4539.35,0.0,0,1388.73,5928.08,0,89.00686274509805,5928.08,1,True,1,1,1,1,0,0,0,1,1,1,1,6
Female,37,0,0,1,Offer E,Yes,Cable,4,Bank Withdrawal,55.4,55.4,0.0,0,13.01,68.41,1,55.4,68.41,1,True,1,0,0,0,0,0,0,1,1,1,1,4
Female,29,0,0,1,Offer E,Yes,Fiber Optic,46,Credit Card,69.95,69.95,0.0,0,13.04,82.99000000000001,1,69.95,82.99000000000001,1,False,1,0,0,0,0,0,0,0,0,1,1,2
Female,49,0,9,68,,Yes,Cable,14,Bank Withdrawal,55.9,3848.8,0.0,20,3045.72,6914.52,0,56.6,6914.52,12,False,1,0,1,0,0,1,0,0,0,0,0,4
Male,77,0,0,1,,Yes,Fiber Optic,20,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,1,88.8,148.4,1,True,1,1,0,0,1,0,1,0,0,0,1,4
Female,50,0,0,1,,Yes,DSL,18,Credit Card,25.85,25.85,0.0,0,0.0,25.85,0,25.85,25.85,12,False,0,0,0,0,0,0,0,0,0,1,0,1
Female,38,0,0,60,,Yes,Fiber Optic,21,Bank Withdrawal,99.65,5941.05,0.0,0,1008.5999999999999,6949.65,0,99.0175,6949.65,24,True,1,0,0,1,1,0,1,1,1,1,1,7
Male,78,0,0,7,,Yes,Fiber Optic,7,Credit Card,73.75,545.15,0.0,0,226.79999999999998,771.9499999999999,1,77.87857142857142,771.9499999999999,1,False,1,1,0,0,0,0,0,0,0,1,0,2
Female,48,1,1,23,Offer D,No,,0,Bank Withdrawal,20.4,478.75,0.0,0,910.57,1389.3200000000002,0,20.815217391304348,1389.3200000000002,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,40,0,10,72,Offer A,Yes,Cable,15,Bank Withdrawal,82.3,5815.15,0.0,0,3487.68,9302.83,0,80.76597222222222,9302.83,24,True,1,1,1,1,1,1,1,0,0,1,0,7
Male,38,2,1,3,Offer E,Yes,Fiber Optic,12,Bank Withdrawal,89.85,248.4,0.0,0,99.89999999999999,348.3,0,82.8,348.3,1,True,1,0,1,1,0,0,1,0,0,1,0,5
Male,30,0,0,5,,Yes,Fiber Optic,59,Bank Withdrawal,75.9,357.75,0.0,0,234.4,592.15,1,71.55,592.15,1,False,1,1,0,0,0,0,0,0,0,1,1,2
Female,29,3,9,6,,No,,0,Credit Card,19.7,113.5,0.0,0,33.12,146.62,0,18.916666666666668,146.62,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,45,1,7,13,,No,,0,Bank Withdrawal,19.75,246.7,0.0,0,72.54,319.24,0,18.976923076923075,319.24,24,False,1,0,0,0,0,0,0,0,0,0,1,1
Male,26,0,0,47,Offer B,No,,0,Bank Withdrawal,19.9,942.95,0.0,0,2030.4,2973.3500000000004,0,20.06276595744681,2973.3500000000004,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,62,0,1,3,Offer E,Yes,DSL,4,Credit Card,29.8,94.4,0.0,0,0.0,94.4,0,31.46666666666667,94.4,1,False,0,0,0,1,0,0,0,0,0,1,0,2
Male,73,0,8,14,,No,,0,Credit Card,19.65,228.65,0.0,0,640.64,869.29,0,16.33214285714286,869.29,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,62,2,10,23,,Yes,DSL,12,Bank Withdrawal,77.15,1759.4,0.0,0,759.46,2518.86,0,76.49565217391304,2518.86,24,True,1,1,1,0,1,1,1,0,0,1,1,6
Female,47,0,8,72,Offer A,Yes,DSL,16,Bank Withdrawal,92.0,6474.4,0.0,110,3116.88,9701.279999999999,0,89.92222222222222,9701.279999999999,24,True,1,1,1,1,1,1,1,1,1,0,0,9
Female,55,0,0,1,Offer E,Yes,Cable,9,Credit Card,43.95,43.95,0.0,0,34.48,78.43,1,43.95,78.43,1,False,1,0,0,0,0,0,0,0,0,1,0,2
Female,33,0,0,66,Offer A,Yes,Fiber Optic,20,Bank Withdrawal,103.1,6595.0,0.0,0,2847.2400000000002,9442.24,0,99.92424242424242,9442.24,1,True,1,1,1,1,1,1,0,1,1,1,1,8
Male,37,3,3,53,Offer B,No,,0,Credit Card,25.55,1336.1,37.37,0,1765.43,3064.16,0,25.20943396226415,3026.79,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Female,28,0,0,11,Offer D,Yes,Fiber Optic,48,Bank Withdrawal,79.0,929.3,0.0,0,110.66000000000001,1039.96,0,84.48181818181818,1039.96,1,False,1,1,1,0,0,0,0,0,0,1,1,3
Male,44,0,0,61,,Yes,Fiber Optic,11,Credit Card,111.6,6876.05,0.0,0,477.02000000000004,7353.070000000001,1,112.72213114754099,7353.070000000001,24,True,1,1,1,0,1,1,1,1,1,1,1,8
Male,54,2,0,2,,Yes,DSL,12,Bank Withdrawal,60.95,134.6,0.0,0,29.76,164.35999999999999,0,67.3,164.35999999999999,1,False,1,1,1,1,0,0,0,0,0,1,0,4
Female,48,0,0,1,,No,,0,Credit Card,20.3,20.3,0.0,0,4.09,24.39,0,20.3,24.39,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,64,0,0,1,Offer E,Yes,DSL,22,Bank Withdrawal,35.45,35.45,0.0,0,0.0,35.45,1,35.45,35.45,1,True,0,0,0,0,0,0,0,1,1,1,1,3
Male,34,0,1,67,Offer A,Yes,Cable,10,Bank Withdrawal,87.4,5918.8,0.0,0,1902.8,7821.6,1,88.34029850746269,7821.6,12,False,1,1,0,1,1,0,0,0,0,1,0,4
Male,63,0,0,18,,Yes,Fiber Optic,20,Credit Card,74.15,1387.0,0.0,0,78.84,1465.84,0,77.05555555555556,1465.84,1,False,1,1,0,0,0,0,0,0,0,1,0,2
Male,42,0,1,18,,Yes,Fiber Optic,16,Bank Withdrawal,94.75,1691.9,0.0,0,615.0600000000001,2306.96,0,93.99444444444445,2306.96,1,True,1,1,0,0,0,0,1,1,1,1,1,5
Female,32,0,0,12,Offer D,Yes,Fiber Optic,18,Bank Withdrawal,78.1,947.3,0.0,0,510.59999999999997,1457.8999999999999,1,78.94166666666666,1457.8999999999999,1,True,1,0,0,0,0,0,0,1,1,1,0,4
Female,73,0,5,27,Offer C,Yes,Fiber Optic,27,Bank Withdrawal,104.3,2867.75,0.0,0,275.13,3142.88,1,106.21296296296296,3142.88,1,True,1,1,1,0,0,1,1,1,0,1,1,6
Female,60,1,5,61,Offer B,Yes,Fiber Optic,19,Credit Card,100.7,6018.65,0.0,90,1113.8600000000001,7222.51,0,98.66639344262295,7222.51,12,True,1,1,1,1,1,0,0,1,1,0,1,7
Female,25,0,1,65,,Yes,Fiber Optic,52,Bank Withdrawal,107.65,7082.85,0.0,0,1799.8500000000001,8882.7,0,108.96692307692308,8882.7,24,True,1,1,0,1,1,1,1,1,1,1,1,8
Female,23,0,0,41,Offer B,No,,0,Mailed Check,20.0,810.3,0.0,0,413.69,1223.99,0,19.76341463414634,1223.99,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,51,2,10,19,Offer D,Yes,DSL,13,Credit Card,50.1,910.45,0.0,120,179.93,1210.38,0,47.91842105263158,1210.38,1,False,1,1,0,0,0,0,0,0,0,0,0,2
Female,42,0,0,2,Offer E,Yes,DSL,13,Credit Card,49.05,91.1,0.0,40,29.4,160.5,1,45.55,160.5,1,False,1,0,0,1,0,0,0,0,0,0,1,3
Male,73,0,3,2,,Yes,Fiber Optic,11,Credit Card,86.85,156.35,0.0,40,8.38,204.73,1,78.175,204.73,1,True,1,1,0,0,0,0,1,0,0,0,1,3
Female,30,2,1,4,,No,,0,Bank Withdrawal,19.95,82.9,0.0,0,114.2,197.10000000000002,0,20.725,197.10000000000002,1,False,1,0,0,0,0,0,0,0,0,0,1,1
Male,34,1,6,25,Offer C,Yes,DSL,22,Bank Withdrawal,54.3,1296.8,0.0,0,949.25,2246.05,0,51.872,2246.05,1,False,1,0,1,0,0,1,0,0,0,1,0,4
Male,21,0,1,60,Offer B,Yes,Fiber Optic,52,Bank Withdrawal,90.95,5453.4,0.0,0,1995.0,7448.4,1,90.89,7448.4,12,True,1,0,0,1,1,0,1,0,1,1,0,6
Female,32,0,0,8,Offer E,Yes,Fiber Optic,16,Credit Card,85.2,627.4,0.0,0,211.28,838.68,1,78.425,838.68,1,True,1,1,0,0,0,0,0,1,1,1,1,4
Male,75,0,3,72,Offer A,Yes,Cable,9,Credit Card,84.45,5899.85,0.0,0,1203.84,7103.6900000000005,0,81.94236111111111,7103.6900000000005,24,True,1,1,1,1,1,0,1,1,0,1,0,7
Male,24,0,0,5,,Yes,DSL,51,Credit Card,55.8,274.35,0.0,0,206.45,480.8,0,54.870000000000005,480.8,1,False,1,0,1,0,1,0,0,0,0,1,1,4
Male,24,0,0,10,,No,,0,Credit Card,20.25,202.5,0.0,0,131.6,334.1,0,20.25,334.1,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,43,0,1,59,,Yes,Fiber Optic,12,Credit Card,81.25,4639.45,0.0,0,1746.4,6385.85,0,78.63474576271186,6385.85,12,False,1,0,1,0,1,0,0,0,0,1,1,4
Female,41,0,8,68,Offer A,No,,0,Credit Card,25.8,1911.5,0.0,0,1164.16,3075.66,0,28.110294117647058,3075.66,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,19,2,7,54,Offer B,No,,0,Bank Withdrawal,24.05,1230.9,0.0,0,2245.3199999999997,3476.22,0,22.794444444444448,3476.22,24,False,1,1,0,0,0,0,0,0,0,0,1,1
Male,24,0,0,22,Offer D,No,,0,Credit Card,20.3,467.15,0.0,0,506.66,973.81,0,21.23409090909091,973.81,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,19,0,6,49,,Yes,DSL,41,Credit Card,52.15,2583.75,0.0,50,1392.5800000000002,4026.33,0,52.72959183673469,4026.33,1,True,1,1,0,0,0,0,0,0,1,0,1,3
Female,29,2,6,51,,Yes,Fiber Optic,71,Bank Withdrawal,79.15,4018.55,0.0,0,129.03,4147.58,0,78.79509803921569,4147.58,1,False,1,0,1,1,0,0,0,0,0,1,1,4
Female,50,2,4,19,Offer D,No,,0,Credit Card,25.6,485.9,0.0,0,730.17,1216.07,0,25.573684210526313,1216.07,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Female,56,1,0,2,,Yes,Fiber Optic,11,Credit Card,80.55,188.1,0.0,0,10.6,198.7,0,94.05,198.7,1,False,1,1,1,0,0,0,0,0,0,1,0,3
Female,56,0,9,14,,No,,0,Mailed Check,19.55,294.5,0.0,0,266.42,560.9200000000001,0,21.035714285714285,560.9200000000001,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,70,0,1,57,,Yes,Cable,3,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.8799999999997,1,45.13947368421052,2548.8099999999995,1,True,0,0,0,0,0,0,1,1,1,1,1,4
Male,25,3,1,72,,Yes,Fiber Optic,59,Credit Card,97.75,6991.6,0.0,0,1496.8799999999999,8488.48,0,97.10555555555555,8488.48,24,True,1,1,1,1,0,1,0,1,1,1,1,7
Female,49,0,0,63,,Yes,Fiber Optic,21,Credit Card,98.0,6218.45,0.0,0,1488.0600000000002,7706.51,0,98.70555555555555,7706.51,24,True,1,1,1,1,1,0,1,0,0,1,0,6
Female,58,0,0,4,,Yes,Cable,19,Credit Card,64.4,253.0,0.0,0,4.4,257.4,0,63.25,257.4,1,True,1,1,0,0,0,1,1,0,0,1,1,4
Male,32,0,2,17,Offer D,Yes,DSL,11,Credit Card,64.8,1175.6,0.0,0,770.95,1946.55,0,69.15294117647058,1946.55,12,True,1,0,1,1,0,0,0,1,1,1,0,6
Male,61,0,0,6,,Yes,Fiber Optic,27,Bank Withdrawal,85.35,489.45,0.0,0,71.82000000000001,561.27,1,81.575,561.27,1,True,1,0,0,1,0,0,1,0,0,1,1,4
Male,21,0,0,56,,Yes,Fiber Optic,51,Bank Withdrawal,94.45,5124.6,0.0,0,1422.96,6547.56,1,91.51071428571429,6547.56,1,True,1,1,0,1,0,1,0,1,1,1,1,6
Female,52,0,1,13,,Yes,Fiber Optic,10,Bank Withdrawal,88.35,1222.8,0.0,0,231.78999999999996,1454.59,1,94.06153846153846,1454.59,1,True,1,0,0,0,0,0,1,1,1,1,0,5
Female,59,0,1,6,Offer E,Yes,DSL,28,Bank Withdrawal,49.15,270.8,0.0,0,41.64,312.44,1,45.13333333333333,312.44,1,False,1,0,0,0,0,1,0,0,0,1,1,3
Male,40,0,8,71,Offer A,Yes,Fiber Optic,7,Bank Withdrawal,93.25,6669.45,0.0,90,1885.76,8645.21,0,93.93591549295775,8645.21,1,True,1,1,0,1,1,0,0,1,1,0,1,6
Male,23,0,3,10,Offer D,No,,0,Bank Withdrawal,19.6,189.45,0.0,0,393.5,582.95,0,18.945,582.95,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,71,0,1,72,Offer A,Yes,DSL,6,Credit Card,88.05,6425.65,0.0,0,1474.56,7900.209999999999,0,89.24513888888889,7900.209999999999,24,True,1,1,1,1,1,1,1,1,1,1,1,9
Female,23,0,10,69,,No,,0,Credit Card,24.95,1718.35,0.0,0,3113.2799999999997,4831.629999999999,0,24.903623188405795,4831.629999999999,24,False,1,1,0,0,0,0,0,0,0,0,1,1
Male,33,0,0,1,Offer E,No,,0,Credit Card,20.1,20.1,0.0,0,16.81,36.91,1,20.1,36.91,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,57,1,3,47,,Yes,Fiber Optic,20,Bank Withdrawal,90.05,4137.2,0.0,0,1797.75,5934.95,0,88.02553191489362,5934.95,1,True,1,0,1,0,1,0,0,1,1,1,0,6
Male,28,0,9,60,Offer B,No,,0,Bank Withdrawal,20.5,1198.8,0.0,0,1877.3999999999999,3076.2,0,19.98,3076.2,24,False,1,0,0,0,0,0,0,0,0,0,1,1
Male,58,1,0,2,,No,,0,Credit Card,19.25,48.35,0.0,0,42.36,90.71000000000001,0,24.175,90.71000000000001,1,False,1,0,0,0,0,0,0,0,0,0,0,1
